-1.753025,950.169922,-954.448975,-471.385925,-236.949036,627.415955,992.091309,
-799.460999,-776.549072,516.609131,55.143024,581.061829,671.965759,1008.134094,
38.976006,541.288269,313.730011,-309.585999,678.318726,-172.195969,415.299072,
-408.463959,-324.840027,44.113014,-61.231987,406.066986,-493.709229,-125.242989,
524.710388,-87.758003,946.840942,-490.225677,20.217024,-491.095032,85.229004,
-193.869965,-213.743927,-832.717102,-707.559143,227.376999,789.584229,42.486984,
-115.566925,312.922119,-945.846252,-122.710007,998.544678,-311.841003,-128.642044,
751.094910,596.679260,-877.800964,437.698944,-849.770752,101.514908,952.205872,
-250.389938,-434.772858,20.232004,-710.503784,694.135010,1131.254028,-211.887177,
385.359924,141.515961,92.531006,-519.774841,-676.364075,412.016937,-148.767059,
252.838974,-847.919189,44.056042,251.727036,601.130554,630.689880,-146.207001,
-819.123047,-757.038940,710.874390,179.854889,821.861328,-75.150993,-145.593948,
199.208832,264.580994,-531.746948,128.622971,983.781006,-146.554077,514.378967,
-713.097046,-263.348907,393.155945,883.576965,783.344421,598.355286,215.845032,
-907.789917,70.651039,-676.380737,-892.599976,-38.960014,-400.654205,257.012939,
642.285828,-850.430969,143.236832,1090.560181,-989.113159,701.023926,127.624100,
102.008987,711.926636,1075.940796,-703.139099,-848.410217,868.853271,308.408997,
950.222168,-504.185242,547.295959,640.202637,95.885078,-691.149780,252.093948,
-820.613770,854.092346,981.759460,823.978271,746.450562,179.308975,935.297485,
-63.888023,885.039551,-196.718018,475.723907,-1022.164673,-683.311646,-760.417053,
-711.289856,-40.036995,135.118988,-637.268005,919.737305,-1042.918945,-175.541031,
-1117.304199,926.554016,170.792007,478.337097,-291.795959,-864.453064,-135.473923,
43.043018,-903.162964,119.245972,402.088867,113.152023,279.104126,-91.226006,
129.736023,-143.663940,-1035.222290,-215.578049,-387.783203,724.457031,-715.789917,
536.593994,-84.422989,942.662964,91.636032,416.430786,-305.030029,675.832275,
367.467773,-466.989014,269.707794,-208.557007,-369.796967,-234.179230,224.255951,
-705.544861,-180.686920,1162.385620,327.716827,-875.599915,-565.563599,-239.924942,
403.529938,-464.638733,-186.908035,192.388184,-727.231445,-955.370117,-627.154053,
838.658875,1060.617920,658.913391,403.313019,-734.739807,500.945923,-269.157043,
945.969788,577.992126,404.461151,-827.886963,697.221130,-219.707001,-629.109558,
822.144958,-440.517090,378.082947,1087.165894,644.967957,-580.228577,366.304047,
-58.374950,-736.322998,343.569031,-781.093933,-378.889221,659.071228,-317.118927,
-287.958099,258.907745,-898.865173,-65.860970,-560.834717,-927.242920,612.452026,
30.963009,94.707016,707.005188,938.630127,-205.138107,-326.783081,658.146606,
588.324280,-126.748001,796.776733,-32.391994,671.461182,-310.062134,-215.455017,
-537.709229,-177.038956,429.295135,263.939911,-282.146027,-202.081909,-449.462982,
176.135971,365.476990,556.684021,110.923080,-300.514923,567.080872,221.293091,
-738.346497,-281.410950,283.195953,-649.881836,1034.058960,655.409363,374.129791,
653.123657,-569.618958,-120.340050,121.438995,-256.882904,-1193.348511,-998.443054,
-864.350037,-512.964905,-980.799927,-435.885071,-360.589996,887.962097,614.174744,
39.375000,875.020142,-845.603333,362.350952,-65.710022,153.149963,-175.853012,
-20.605980,-514.974915,489.185974,350.524811,687.624451,473.460083,682.984070,
-225.184769,98.710983,226.469925,444.094849,-196.560867,281.203033,-174.073044,
533.723145,345.412872,737.469788,596.155029,79.326042,-708.776917,590.388855,
827.188843,206.683060,-301.717010,1109.454834,128.137939,195.639999,402.576294,
390.789154,309.664032,542.564148,-755.083557,885.528992,-717.642517,-292.346039,
-74.568024,539.680420,-438.032806,-110.806931,-433.719116,-24.079014,-612.653381,
300.020081,686.695862,-950.034302,608.142029,-321.101074,407.078064,-150.552032,
826.289185,-331.795227,-730.298706,-603.135071,-984.851074,236.013916,-454.158112,



150.000000,945.000000,-758.000000,-497.000000,42.000000,580.000000,781.000000,
-847.000000,-805.000000,624.000000,-77.000000,803.000000,580.000000,866.000000,
-253.000000,427.000000,213.000000,-204.000000,749.000000,-207.000000,330.000000,
-262.000000,-83.000000,-29.000000,222.000000,182.000000,-621.000000,-9.000000,
487.000000,-128.000000,873.000000,-362.000000,-182.000000,-884.000000,140.000000,
23.000000,-140.000000,-914.000000,-660.000000,54.000000,710.000000,262.000000,
-141.000000,291.000000,-708.000000,-231.000000,882.000000,-331.000000,-273.000000,
631.000000,460.000000,-943.000000,532.000000,-622.000000,27.000000,917.000000,
-276.000000,-430.000000,-91.000000,-789.000000,440.000000,945.000000,-151.000000,
421.000000,224.000000,152.000000,-554.000000,-915.000000,237.000000,-215.000000,
138.000000,-888.000000,210.000000,160.000000,403.000000,501.000000,92.000000,
-551.000000,-829.000000,819.000000,243.000000,631.000000,39.000000,-224.000000,
172.000000,230.000000,-306.000000,60.000000,799.000000,-234.000000,270.000000,
-596.000000,-288.000000,282.000000,825.000000,936.000000,598.000000,434.000000,
-979.000000,-164.000000,-781.000000,-677.000000,-52.000000,-407.000000,483.000000,
514.000000,-905.000000,739.000000,963.000000,-735.000000,558.000000,207.000000,
59.000000,761.000000,983.000000,-767.000000,-844.000000,840.000000,293.000000,
954.000000,-394.000000,727.000000,521.000000,316.000000,-826.000000,347.000000,
-583.000000,771.000000,945.000000,600.000000,771.000000,327.000000,923.000000,
-280.000000,919.000000,-429.000000,396.000000,-985.000000,-689.000000,-476.000000,
-720.000000,32.000000,-106.000000,-497.000000,957.000000,-959.000000,-264.000000,
-887.000000,880.000000,191.000000,230.000000,-513.000000,-917.000000,-247.000000,
-33.000000,-743.000000,263.000000,382.000000,191.000000,208.000000,-16.000000,
-36.000000,-463.000000,-929.000000,-154.000000,-544.000000,804.000000,-757.000000,
633.000000,278.000000,929.000000,76.000000,474.000000,-176.000000,578.000000,
431.000000,-135.000000,477.000000,-291.000000,-255.000000,-330.000000,102.000000,
-605.000000,-247.000000,855.000000,361.000000,-827.000000,-717.000000,-255.000000,
364.000000,-345.000000,-109.000000,491.000000,-646.000000,-875.000000,-663.000000,
973.000000,928.000000,743.000000,607.000000,-629.000000,672.000000,-316.000000,
844.000000,659.000000,425.000000,-559.000000,687.000000,-96.000000,-687.000000,
595.000000,-263.000000,415.000000,989.000000,489.000000,-566.000000,351.000000,
-174.000000,-284.000000,258.000000,-809.000000,-466.000000,312.000000,-155.000000,
-112.000000,437.000000,-654.000000,-139.000000,-470.000000,-911.000000,631.000000,
-99.000000,-75.000000,478.000000,908.000000,-415.000000,-95.000000,512.000000,
434.000000,-28.000000,825.000000,30.000000,708.000000,-596.000000,20.000000,
-638.000000,-162.000000,534.000000,186.000000,-283.000000,-206.000000,-459.000000,
250.000000,269.000000,385.000000,301.000000,-292.000000,730.000000,326.000000,
-599.000000,-17.000000,-42.000000,-535.000000,907.000000,599.000000,537.000000,
654.000000,-496.000000,50.000000,89.000000,-361.000000,-961.000000,-880.000000,
